"","date","produced_items","cost","cost.prev_month","cost.change_prev_month","cost.prev_year","cost.change_prev_year","orders_count","revenue","complaints_opened","complaints_closed","users_active","users_dropped_out","profit","profit.prev_month","profit.change_prev_month","profit.prev_year","profit.change_prev_year","orders_count.prev_month","orders_count.change_prev_month","orders_count.prev_year","orders_count.change_prev_year","revenue.prev_month","revenue.change_prev_month","revenue.prev_year","revenue.change_prev_year","produced_items.prev_month","produced_items.change_prev_month","produced_items.prev_year","produced_items.change_prev_year","users_active.prev_month","users_active.change_prev_month","users_active.prev_year","users_active.change_prev_year","users_dropped_out.prev_month","users_dropped_out.change_prev_month","users_dropped_out.prev_year","users_dropped_out.change_prev_year","complaints_opened.prev_month","complaints_opened.change_prev_month","complaints_opened.prev_year","complaints_opened.change_prev_year","complaints_closed.prev_month","complaints_closed.change_prev_month","complaints_closed.prev_year","complaints_closed.change_prev_year"
"101",2016-04-10,100,588,624,-36,NA,NA,84,1344,96,82,384,58,756,1664,-908,NA,NA,143,-59,NA,NA,2288,-944,NA,NA,106,-6,NA,NA,561,-177,NA,NA,110,-52,NA,NA,86,10,NA,NA,78,4,NA,NA
"102",2016-04-11,100,588,624,-36,NA,NA,153,2448,89,77,591,130,1860,816,1044,NA,NA,90,63,NA,NA,1440,1008,NA,NA,106,-6,NA,NA,402,189,NA,NA,79,51,NA,NA,100,-11,NA,NA,87,-10,NA,NA
"103",2016-04-12,100,588,618,-30,NA,NA,107,1712,88,74,453,89,1124,1590,-466,NA,NA,138,-31,NA,NA,2208,-496,NA,NA,105,-5,NA,NA,546,-93,NA,NA,105,-16,NA,NA,86,2,NA,NA,76,-2,NA,NA
"104",2016-04-13,104,612,630,-18,NA,NA,110,1760,89,79,462,96,1148,1306,-158,NA,NA,121,-11,NA,NA,1936,-176,NA,NA,107,-3,NA,NA,495,-33,NA,NA,95,1,NA,NA,86,3,NA,NA,72,7,NA,NA
"105",2016-04-14,104,612,648,-36,NA,NA,133,2128,96,85,531,103,1516,1240,276,NA,NA,118,15,NA,NA,1888,240,NA,NA,110,-6,NA,NA,486,45,NA,NA,91,12,NA,NA,95,1,NA,NA,80,5,NA,NA
"106",2016-04-15,119,702,708,-6,NA,NA,90,1440,93,79,402,86,738,1516,-778,NA,NA,139,-49,NA,NA,2224,-784,NA,NA,120,-1,NA,NA,549,-147,NA,NA,114,-28,NA,NA,95,-2,NA,NA,87,-8,NA,NA
"107",2016-04-16,92,540,654,-114,NA,NA,151,2416,91,83,585,101,1876,690,1186,NA,NA,84,67,NA,NA,1344,1072,NA,NA,111,-19,NA,NA,384,201,NA,NA,79,22,NA,NA,92,-1,NA,NA,79,4,NA,NA
"108",2016-04-17,103,606,600,6,NA,NA,113,1808,90,76,471,107,1202,1800,-598,NA,NA,150,-37,NA,NA,2400,-592,NA,NA,102,1,NA,NA,582,-111,NA,NA,116,-9,NA,NA,93,-3,NA,NA,83,-7,NA,NA
"109",2016-04-18,109,642,654,-12,NA,NA,99,1584,89,79,429,81,942,914,28,NA,NA,98,1,NA,NA,1568,16,NA,NA,111,-2,NA,NA,426,3,NA,NA,92,-11,NA,NA,89,0,NA,NA,72,7,NA,NA
"110",2016-04-19,101,594,546,48,NA,NA,137,2192,92,75,543,102,1598,1022,576,NA,NA,98,39,NA,NA,1568,624,NA,NA,93,8,NA,NA,426,117,NA,NA,89,13,NA,NA,83,9,NA,NA,75,0,NA,NA
"111",2016-04-20,100,588,708,-120,NA,NA,79,1264,92,84,369,78,676,2060,-1384,NA,NA,173,-94,NA,NA,2768,-1504,NA,NA,120,-20,NA,NA,651,-282,NA,NA,125,-47,NA,NA,91,1,NA,NA,81,3,NA,NA
"112",2016-04-21,100,588,612,-24,NA,NA,153,2448,88,75,591,111,1860,1164,696,NA,NA,111,42,NA,NA,1776,672,NA,NA,104,-4,NA,NA,465,126,NA,NA,75,36,NA,NA,87,1,NA,NA,73,2,NA,NA
"113",2016-04-22,102,600,528,72,NA,NA,70,1120,85,75,342,79,520,528,-8,NA,NA,66,4,NA,NA,1056,64,NA,NA,90,12,NA,NA,330,12,NA,NA,74,5,NA,NA,92,-7,NA,NA,79,-4,NA,NA
"114",2016-04-23,112,660,600,60,NA,NA,100,1600,95,79,432,82,940,1512,-572,NA,NA,132,-32,NA,NA,2112,-512,NA,NA,102,10,NA,NA,528,-96,NA,NA,106,-24,NA,NA,84,11,NA,NA,69,10,NA,NA
"115",2016-04-24,97,570,624,-54,NA,NA,109,1744,86,75,459,102,1174,896,278,NA,NA,95,14,NA,NA,1520,224,NA,NA,106,-9,NA,NA,417,42,NA,NA,83,19,NA,NA,83,3,NA,NA,77,-2,NA,NA
"116",2016-04-25,101,594,552,42,NA,NA,96,1536,91,76,420,66,942,1688,-746,NA,NA,140,-44,NA,NA,2240,-704,NA,NA,94,7,NA,NA,552,-132,NA,NA,114,-48,NA,NA,83,8,NA,NA,71,5,NA,NA
"117",2016-04-26,113,666,528,138,NA,NA,81,1296,94,83,375,83,630,1600,-970,NA,NA,133,-52,NA,NA,2128,-832,NA,NA,90,23,NA,NA,531,-156,NA,NA,99,-16,NA,NA,99,-5,NA,NA,86,-3,NA,NA
"118",2016-04-27,90,528,546,-18,NA,NA,75,1200,102,90,357,76,672,1614,-942,NA,NA,135,-60,NA,NA,2160,-960,NA,NA,93,-3,NA,NA,537,-180,NA,NA,114,-38,NA,NA,96,6,NA,NA,82,8,NA,NA
"119",2016-04-28,98,576,660,-84,NA,NA,86,1376,93,84,390,81,800,1468,-668,NA,NA,133,-47,NA,NA,2128,-752,NA,NA,112,-14,NA,NA,531,-141,NA,NA,107,-26,NA,NA,85,8,NA,NA,75,9,NA,NA
"120",2016-04-29,94,552,702,-150,NA,NA,98,1568,94,82,426,77,1016,1506,-490,NA,NA,138,-40,NA,NA,2208,-640,NA,NA,119,-25,NA,NA,546,-120,NA,NA,100,-23,NA,NA,93,1,NA,NA,81,1,NA,NA
"121",2016-04-30,98,576,558,18,NA,NA,156,2496,93,82,600,113,1920,1346,574,NA,NA,119,37,NA,NA,1904,592,NA,NA,95,3,NA,NA,489,111,NA,NA,109,4,NA,NA,85,8,NA,NA,74,8,NA,NA
"122",2016-05-01,110,648,534,114,NA,NA,121,1936,81,69,495,103,1288,1882,-594,NA,NA,151,-30,NA,NA,2416,-480,NA,NA,91,19,NA,NA,585,-90,NA,NA,111,-8,NA,NA,94,-13,NA,NA,84,-15,NA,NA
"123",2016-05-02,114,672,618,54,NA,NA,102,1632,92,75,438,88,960,1574,-614,NA,NA,137,-35,NA,NA,2192,-560,NA,NA,105,9,NA,NA,543,-105,NA,NA,110,-22,NA,NA,85,7,NA,NA,72,3,NA,NA
"124",2016-05-03,91,534,654,-120,NA,NA,111,1776,88,82,465,94,1242,1394,-152,NA,NA,128,-17,NA,NA,2048,-272,NA,NA,111,-20,NA,NA,516,-51,NA,NA,122,-28,NA,NA,97,-9,NA,NA,80,2,NA,NA
"125",2016-05-04,116,684,672,12,NA,NA,102,1632,95,77,438,95,948,1328,-380,NA,NA,125,-23,NA,NA,2000,-368,NA,NA,114,2,NA,NA,507,-69,NA,NA,87,8,NA,NA,84,11,NA,NA,76,1,NA,NA
"126",2016-05-05,115,678,594,84,NA,NA,100,1600,84,76,432,81,922,958,-36,NA,NA,97,3,NA,NA,1552,48,NA,NA,101,14,NA,NA,423,9,NA,NA,93,-12,NA,NA,82,2,NA,NA,72,4,NA,NA
"127",2016-05-06,106,624,696,-72,NA,NA,108,1728,92,81,456,86,1104,888,216,NA,NA,99,9,NA,NA,1584,144,NA,NA,118,-12,NA,NA,429,27,NA,NA,86,0,NA,NA,89,3,NA,NA,75,6,NA,NA
"128",2016-05-07,101,594,684,-90,NA,NA,66,1056,97,83,330,85,462,916,-454,NA,NA,100,-34,NA,NA,1600,-544,NA,NA,116,-15,NA,NA,432,-102,NA,NA,87,-2,NA,NA,87,10,NA,NA,75,8,NA,NA
"129",2016-05-08,93,546,588,-42,NA,NA,98,1568,87,78,426,71,1022,1428,-406,NA,NA,126,-28,NA,NA,2016,-448,NA,NA,100,-7,NA,NA,510,-84,NA,NA,84,-13,NA,NA,88,-1,NA,NA,77,1,NA,NA
"130",2016-05-09,108,636,528,108,NA,NA,153,2448,90,78,591,119,1812,1728,84,NA,NA,141,12,NA,NA,2256,192,NA,NA,90,18,NA,NA,555,36,NA,NA,134,-15,NA,NA,94,-4,NA,NA,82,-4,NA,NA
"131",2016-05-10,104,612,588,24,NA,NA,124,1984,89,77,504,94,1372,756,616,NA,NA,84,40,NA,NA,1344,640,NA,NA,100,4,NA,NA,384,120,NA,NA,58,36,NA,NA,96,-7,NA,NA,82,-5,NA,NA
"132",2016-05-11,104,612,588,24,NA,NA,126,2016,89,73,510,103,1404,1860,-456,NA,NA,153,-27,NA,NA,2448,-432,NA,NA,100,4,NA,NA,591,-81,NA,NA,130,-27,NA,NA,89,0,NA,NA,77,-4,NA,NA
"133",2016-05-12,111,654,588,66,NA,NA,149,2384,96,83,579,120,1730,1124,606,NA,NA,107,42,NA,NA,1712,672,NA,NA,100,11,NA,NA,453,126,NA,NA,89,31,NA,NA,88,8,NA,NA,74,9,NA,NA
"134",2016-05-13,95,558,612,-54,NA,NA,123,1968,84,72,501,99,1410,1148,262,NA,NA,110,13,NA,NA,1760,208,NA,NA,104,-9,NA,NA,462,39,NA,NA,96,3,NA,NA,89,-5,NA,NA,79,-7,NA,NA
"135",2016-05-14,94,552,612,-60,NA,NA,118,1888,90,83,486,98,1336,1516,-180,NA,NA,133,-15,NA,NA,2128,-240,NA,NA,104,-10,NA,NA,531,-45,NA,NA,103,-5,NA,NA,96,-6,NA,NA,85,-2,NA,NA
"136",2016-05-15,90,528,702,-174,NA,NA,72,1152,92,76,348,69,624,738,-114,NA,NA,90,-18,NA,NA,1440,-288,NA,NA,119,-29,NA,NA,402,-54,NA,NA,86,-17,NA,NA,93,-1,NA,NA,79,-3,NA,NA
"137",2016-05-16,114,672,540,132,NA,NA,110,1760,93,82,462,95,1088,1876,-788,NA,NA,151,-41,NA,NA,2416,-656,NA,NA,92,22,NA,NA,585,-123,NA,NA,101,-6,NA,NA,91,2,NA,NA,83,-1,NA,NA
"138",2016-05-17,116,684,606,78,NA,NA,122,1952,95,81,498,86,1268,1202,66,NA,NA,113,9,NA,NA,1808,144,NA,NA,103,13,NA,NA,471,27,NA,NA,107,-21,NA,NA,90,5,NA,NA,76,5,NA,NA
"139",2016-05-18,97,570,642,-72,NA,NA,112,1792,93,80,468,117,1222,942,280,NA,NA,99,13,NA,NA,1584,208,NA,NA,109,-12,NA,NA,429,39,NA,NA,81,36,NA,NA,89,4,NA,NA,79,1,NA,NA
"140",2016-05-19,116,684,594,90,NA,NA,108,1728,92,86,456,90,1044,1598,-554,NA,NA,137,-29,NA,NA,2192,-464,NA,NA,101,15,NA,NA,543,-87,NA,NA,102,-12,NA,NA,92,0,NA,NA,75,11,NA,NA
"141",2016-05-20,112,660,588,72,NA,NA,131,2096,91,77,525,86,1436,676,760,NA,NA,79,52,NA,NA,1264,832,NA,NA,100,12,NA,NA,369,156,NA,NA,78,8,NA,NA,92,-1,NA,NA,84,-7,NA,NA
"142",2016-05-21,95,558,588,-30,NA,NA,118,1888,92,80,486,103,1330,1860,-530,NA,NA,153,-35,NA,NA,2448,-560,NA,NA,100,-5,NA,NA,591,-105,NA,NA,111,-8,NA,NA,88,4,NA,NA,75,5,NA,NA
"143",2016-05-22,118,696,600,96,NA,NA,173,2768,92,76,651,140,2072,520,1552,NA,NA,70,103,NA,NA,1120,1648,NA,NA,102,16,NA,NA,342,309,NA,NA,79,61,NA,NA,85,7,NA,NA,75,1,NA,NA
"144",2016-05-23,111,654,660,-6,NA,NA,110,1760,84,75,462,87,1106,940,166,NA,NA,100,10,NA,NA,1600,160,NA,NA,112,-1,NA,NA,432,30,NA,NA,82,5,NA,NA,95,-11,NA,NA,79,-4,NA,NA
"145",2016-05-24,92,540,570,-30,NA,NA,84,1344,91,80,384,74,804,1174,-370,NA,NA,109,-25,NA,NA,1744,-400,NA,NA,97,-5,NA,NA,459,-75,NA,NA,102,-28,NA,NA,86,5,NA,NA,75,5,NA,NA
"146",2016-05-25,118,696,594,102,NA,NA,59,944,89,77,309,76,248,942,-694,NA,NA,96,-37,NA,NA,1536,-592,NA,NA,101,17,NA,NA,420,-111,NA,NA,66,10,NA,NA,91,-2,NA,NA,76,1,NA,NA
"147",2016-05-26,114,672,666,6,NA,NA,97,1552,92,81,423,75,880,630,250,NA,NA,81,16,NA,NA,1296,256,NA,NA,113,1,NA,NA,375,48,NA,NA,83,-8,NA,NA,94,-2,NA,NA,83,-2,NA,NA
"148",2016-05-27,113,666,528,138,NA,NA,145,2320,87,75,567,106,1654,672,982,NA,NA,75,70,NA,NA,1200,1120,NA,NA,90,23,NA,NA,357,210,NA,NA,76,30,NA,NA,102,-15,NA,NA,90,-15,NA,NA
"149",2016-05-28,96,564,576,-12,NA,NA,118,1888,86,74,486,110,1324,800,524,NA,NA,86,32,NA,NA,1376,512,NA,NA,98,-2,NA,NA,390,96,NA,NA,81,29,NA,NA,93,-7,NA,NA,84,-10,NA,NA
"150",2016-05-29,106,624,552,72,NA,NA,130,2080,95,82,522,84,1456,1016,440,NA,NA,98,32,NA,NA,1568,512,NA,NA,94,12,NA,NA,426,96,NA,NA,77,7,NA,NA,94,1,NA,NA,82,0,NA,NA
"151",2016-05-30,120,708,576,132,NA,NA,161,2576,96,81,615,140,1868,1920,-52,NA,NA,156,5,NA,NA,2496,80,NA,NA,98,22,NA,NA,600,15,NA,NA,113,27,NA,NA,93,3,NA,NA,82,-1,NA,NA
"152",2016-05-31,107,630,NA,NA,NA,NA,104,1664,81,74,444,91,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2016-06-01,92,540,648,-108,NA,NA,155,2480,95,79,597,105,1940,1288,652,NA,NA,121,34,NA,NA,1936,544,NA,NA,110,-18,NA,NA,495,102,NA,NA,103,2,NA,NA,81,14,NA,NA,69,10,NA,NA
"154",2016-06-02,104,612,672,-60,NA,NA,78,1248,85,77,366,86,636,960,-324,NA,NA,102,-24,NA,NA,1632,-384,NA,NA,114,-10,NA,NA,438,-72,NA,NA,88,-2,NA,NA,92,-7,NA,NA,75,2,NA,NA
"155",2016-06-03,112,660,534,126,NA,NA,97,1552,87,72,423,87,892,1242,-350,NA,NA,111,-14,NA,NA,1776,-224,NA,NA,91,21,NA,NA,465,-42,NA,NA,94,-7,NA,NA,88,-1,NA,NA,82,-10,NA,NA
"156",2016-06-04,108,636,684,-48,NA,NA,164,2624,92,79,624,115,1988,948,1040,NA,NA,102,62,NA,NA,1632,992,NA,NA,116,-8,NA,NA,438,186,NA,NA,95,20,NA,NA,95,-3,NA,NA,77,2,NA,NA
"157",2016-06-05,114,672,678,-6,NA,NA,97,1552,82,71,423,76,880,922,-42,NA,NA,100,-3,NA,NA,1600,-48,NA,NA,115,-1,NA,NA,432,-9,NA,NA,81,-5,NA,NA,84,-2,NA,NA,76,-5,NA,NA
"158",2016-06-06,111,654,624,30,NA,NA,132,2112,89,77,528,112,1458,1104,354,NA,NA,108,24,NA,NA,1728,384,NA,NA,106,5,NA,NA,456,72,NA,NA,86,26,NA,NA,92,-3,NA,NA,81,-4,NA,NA
"159",2016-06-07,96,564,594,-30,NA,NA,110,1760,87,77,462,84,1196,462,734,NA,NA,66,44,NA,NA,1056,704,NA,NA,101,-5,NA,NA,330,132,NA,NA,85,-1,NA,NA,97,-10,NA,NA,83,-6,NA,NA
"160",2016-06-08,104,612,546,66,NA,NA,113,1808,86,75,471,99,1196,1022,174,NA,NA,98,15,NA,NA,1568,240,NA,NA,93,11,NA,NA,426,45,NA,NA,71,28,NA,NA,87,-1,NA,NA,78,-3,NA,NA
"161",2016-06-09,115,678,636,42,NA,NA,112,1792,82,69,468,107,1114,1812,-698,NA,NA,153,-41,NA,NA,2448,-656,NA,NA,108,7,NA,NA,591,-123,NA,NA,119,-12,NA,NA,90,-8,NA,NA,78,-9,NA,NA
"162",2016-06-10,99,582,612,-30,NA,NA,103,1648,93,76,441,92,1066,1372,-306,NA,NA,124,-21,NA,NA,1984,-336,NA,NA,104,-5,NA,NA,504,-63,NA,NA,94,-2,NA,NA,89,4,NA,NA,77,-1,NA,NA
"163",2016-06-11,116,684,612,72,NA,NA,146,2336,85,79,570,92,1652,1404,248,NA,NA,126,20,NA,NA,2016,320,NA,NA,104,12,NA,NA,510,60,NA,NA,103,-11,NA,NA,89,-4,NA,NA,73,6,NA,NA
"164",2016-06-12,96,564,654,-90,NA,NA,176,2816,94,78,660,138,2252,1730,522,NA,NA,149,27,NA,NA,2384,432,NA,NA,111,-15,NA,NA,579,81,NA,NA,120,18,NA,NA,96,-2,NA,NA,83,-5,NA,NA
"165",2016-06-13,118,696,558,138,NA,NA,128,2048,89,80,516,116,1352,1410,-58,NA,NA,123,5,NA,NA,1968,80,NA,NA,95,23,NA,NA,501,15,NA,NA,99,17,NA,NA,84,5,NA,NA,72,8,NA,NA
"166",2016-06-14,119,702,552,150,NA,NA,140,2240,94,80,552,96,1538,1336,202,NA,NA,118,22,NA,NA,1888,352,NA,NA,94,25,NA,NA,486,66,NA,NA,98,-2,NA,NA,90,4,NA,NA,83,-3,NA,NA
"167",2016-06-15,115,678,528,150,NA,NA,95,1520,89,78,417,93,842,624,218,NA,NA,72,23,NA,NA,1152,368,NA,NA,90,25,NA,NA,348,69,NA,NA,69,24,NA,NA,92,-3,NA,NA,76,2,NA,NA
"168",2016-06-16,99,582,672,-90,NA,NA,91,1456,96,81,405,84,874,1088,-214,NA,NA,110,-19,NA,NA,1760,-304,NA,NA,114,-15,NA,NA,462,-57,NA,NA,95,-11,NA,NA,93,3,NA,NA,82,-1,NA,NA
"169",2016-06-17,120,708,684,24,NA,NA,125,2000,86,79,507,92,1292,1268,24,NA,NA,122,3,NA,NA,1952,48,NA,NA,116,4,NA,NA,498,9,NA,NA,86,6,NA,NA,95,-9,NA,NA,81,-2,NA,NA
"170",2016-06-18,102,600,570,30,NA,NA,168,2688,95,79,636,134,2088,1222,866,NA,NA,112,56,NA,NA,1792,896,NA,NA,97,5,NA,NA,468,168,NA,NA,117,17,NA,NA,93,2,NA,NA,80,-1,NA,NA
"171",2016-06-19,106,624,684,-60,NA,NA,129,2064,83,75,519,95,1440,1044,396,NA,NA,108,21,NA,NA,1728,336,NA,NA,116,-10,NA,NA,456,63,NA,NA,90,5,NA,NA,92,-9,NA,NA,86,-11,NA,NA
"172",2016-06-20,102,600,660,-60,NA,NA,58,928,83,66,306,72,328,1436,-1108,NA,NA,131,-73,NA,NA,2096,-1168,NA,NA,112,-10,NA,NA,525,-219,NA,NA,86,-14,NA,NA,91,-8,NA,NA,77,-11,NA,NA
"173",2016-06-21,109,642,558,84,NA,NA,66,1056,91,82,330,66,414,1330,-916,NA,NA,118,-52,NA,NA,1888,-832,NA,NA,95,14,NA,NA,486,-156,NA,NA,103,-37,NA,NA,92,-1,NA,NA,80,2,NA,NA
"174",2016-06-22,112,660,696,-36,NA,NA,133,2128,92,78,531,96,1468,2072,-604,NA,NA,173,-40,NA,NA,2768,-640,NA,NA,118,-6,NA,NA,651,-120,NA,NA,140,-44,NA,NA,92,0,NA,NA,76,2,NA,NA
"175",2016-06-23,95,558,654,-96,NA,NA,108,1728,88,76,456,96,1170,1106,64,NA,NA,110,-2,NA,NA,1760,-32,NA,NA,111,-16,NA,NA,462,-6,NA,NA,87,9,NA,NA,84,4,NA,NA,75,1,NA,NA
"176",2016-06-24,113,666,540,126,NA,NA,127,2032,98,87,513,89,1366,804,562,NA,NA,84,43,NA,NA,1344,688,NA,NA,92,21,NA,NA,384,129,NA,NA,74,15,NA,NA,91,7,NA,NA,80,7,NA,NA
"177",2016-06-25,113,666,696,-30,NA,NA,180,2880,91,79,672,138,2214,248,1966,NA,NA,59,121,NA,NA,944,1936,NA,NA,118,-5,NA,NA,309,363,NA,NA,76,62,NA,NA,89,2,NA,NA,77,2,NA,NA
"178",2016-06-26,114,672,672,0,NA,NA,105,1680,84,69,447,96,1008,880,128,NA,NA,97,8,NA,NA,1552,128,NA,NA,114,0,NA,NA,423,24,NA,NA,75,21,NA,NA,92,-8,NA,NA,81,-12,NA,NA
"179",2016-06-27,104,612,666,-54,NA,NA,93,1488,86,80,411,93,876,1654,-778,NA,NA,145,-52,NA,NA,2320,-832,NA,NA,113,-9,NA,NA,567,-156,NA,NA,106,-13,NA,NA,87,-1,NA,NA,75,5,NA,NA
"180",2016-06-28,120,708,564,144,NA,NA,108,1728,92,77,456,87,1020,1324,-304,NA,NA,118,-10,NA,NA,1888,-160,NA,NA,96,24,NA,NA,486,-30,NA,NA,110,-23,NA,NA,86,6,NA,NA,74,3,NA,NA
"181",2016-06-29,94,552,624,-72,NA,NA,117,1872,84,75,483,85,1320,1456,-136,NA,NA,130,-13,NA,NA,2080,-208,NA,NA,106,-12,NA,NA,522,-39,NA,NA,84,1,NA,NA,95,-11,NA,NA,82,-7,NA,NA
"182",2016-06-30,102,600,708,-108,NA,NA,77,1232,86,70,363,89,632,1868,-1236,NA,NA,161,-84,NA,NA,2576,-1344,NA,NA,120,-18,NA,NA,615,-252,NA,NA,140,-51,NA,NA,96,-10,NA,NA,81,-11,NA,NA
"183",2016-07-01,105,618,540,78,NA,NA,122,1952,100,88,498,95,1334,1940,-606,NA,NA,155,-33,NA,NA,2480,-528,NA,NA,92,13,NA,NA,597,-99,NA,NA,105,-10,NA,NA,95,5,NA,NA,79,9,NA,NA
"184",2016-07-02,100,588,612,-24,NA,NA,107,1712,89,77,453,81,1124,636,488,NA,NA,78,29,NA,NA,1248,464,NA,NA,104,-4,NA,NA,366,87,NA,NA,86,-5,NA,NA,85,4,NA,NA,77,0,NA,NA
"185",2016-07-03,92,540,660,-120,NA,NA,112,1792,81,71,468,107,1252,892,360,NA,NA,97,15,NA,NA,1552,240,NA,NA,112,-20,NA,NA,423,45,NA,NA,87,20,NA,NA,87,-6,NA,NA,72,-1,NA,NA
"186",2016-07-04,109,642,636,6,NA,NA,118,1888,93,79,486,88,1246,1988,-742,NA,NA,164,-46,NA,NA,2624,-736,NA,NA,108,1,NA,NA,624,-138,NA,NA,115,-27,NA,NA,92,1,NA,NA,79,0,NA,NA
"187",2016-07-05,109,642,672,-30,NA,NA,108,1728,94,81,456,104,1086,880,206,NA,NA,97,11,NA,NA,1552,176,NA,NA,114,-5,NA,NA,423,33,NA,NA,76,28,NA,NA,82,12,NA,NA,71,10,NA,NA
"188",2016-07-06,119,702,654,48,NA,NA,151,2416,96,83,585,95,1714,1458,256,NA,NA,132,19,NA,NA,2112,304,NA,NA,111,8,NA,NA,528,57,NA,NA,112,-17,NA,NA,89,7,NA,NA,77,6,NA,NA
"189",2016-07-07,112,660,564,96,NA,NA,134,2144,82,75,534,111,1484,1196,288,NA,NA,110,24,NA,NA,1760,384,NA,NA,96,16,NA,NA,462,72,NA,NA,84,27,NA,NA,87,-5,NA,NA,77,-2,NA,NA
"190",2016-07-08,100,588,612,-24,NA,NA,91,1456,86,75,405,98,868,1196,-328,NA,NA,113,-22,NA,NA,1808,-352,NA,NA,104,-4,NA,NA,471,-66,NA,NA,99,-1,NA,NA,86,0,NA,NA,75,0,NA,NA
"191",2016-07-09,113,666,678,-12,NA,NA,118,1888,87,72,486,97,1222,1114,108,NA,NA,112,6,NA,NA,1792,96,NA,NA,115,-2,NA,NA,468,18,NA,NA,107,-10,NA,NA,82,5,NA,NA,69,3,NA,NA
"192",2016-07-10,96,564,582,-18,NA,NA,98,1568,81,72,426,82,1004,1066,-62,NA,NA,103,-5,NA,NA,1648,-80,NA,NA,99,-3,NA,NA,441,-15,NA,NA,92,-10,NA,NA,93,-12,NA,NA,76,-4,NA,NA
"193",2016-07-11,92,540,684,-144,NA,NA,124,1984,101,85,504,104,1444,1652,-208,NA,NA,146,-22,NA,NA,2336,-352,NA,NA,116,-24,NA,NA,570,-66,NA,NA,92,12,NA,NA,85,16,NA,NA,79,6,NA,NA
"194",2016-07-12,112,660,564,96,NA,NA,130,2080,91,77,522,95,1420,2252,-832,NA,NA,176,-46,NA,NA,2816,-736,NA,NA,96,16,NA,NA,660,-138,NA,NA,138,-43,NA,NA,94,-3,NA,NA,78,-1,NA,NA
"195",2016-07-13,114,672,696,-24,NA,NA,93,1488,92,81,411,85,816,1352,-536,NA,NA,128,-35,NA,NA,2048,-560,NA,NA,118,-4,NA,NA,516,-105,NA,NA,116,-31,NA,NA,89,3,NA,NA,80,1,NA,NA
"196",2016-07-14,94,552,702,-150,NA,NA,155,2480,92,79,597,103,1928,1538,390,NA,NA,140,15,NA,NA,2240,240,NA,NA,119,-25,NA,NA,552,45,NA,NA,96,7,NA,NA,94,-2,NA,NA,80,-1,NA,NA
"197",2016-07-15,91,534,678,-144,NA,NA,94,1504,83,75,414,91,970,842,128,NA,NA,95,-1,NA,NA,1520,-16,NA,NA,115,-24,NA,NA,417,-3,NA,NA,93,-2,NA,NA,89,-6,NA,NA,78,-3,NA,NA
"198",2016-07-16,99,582,582,0,NA,NA,169,2704,89,73,639,137,2122,874,1248,NA,NA,91,78,NA,NA,1456,1248,NA,NA,99,0,NA,NA,405,234,NA,NA,84,53,NA,NA,96,-7,NA,NA,81,-8,NA,NA
"199",2016-07-17,110,648,708,-60,NA,NA,115,1840,83,76,477,97,1192,1292,-100,NA,NA,125,-10,NA,NA,2000,-160,NA,NA,120,-10,NA,NA,507,-30,NA,NA,92,5,NA,NA,86,-3,NA,NA,79,-3,NA,NA
"200",2016-07-18,96,564,600,-36,NA,NA,100,1600,95,79,432,68,1036,2088,-1052,NA,NA,168,-68,NA,NA,2688,-1088,NA,NA,102,-6,NA,NA,636,-204,NA,NA,134,-66,NA,NA,95,0,NA,NA,79,0,NA,NA
"201",2016-07-19,108,636,624,12,NA,NA,86,1376,89,82,390,86,740,1440,-700,NA,NA,129,-43,NA,NA,2064,-688,NA,NA,106,2,NA,NA,519,-129,NA,NA,95,-9,NA,NA,83,6,NA,NA,75,7,NA,NA
"202",2016-07-20,109,642,600,42,NA,NA,122,1952,89,74,498,93,1310,328,982,NA,NA,58,64,NA,NA,928,1024,NA,NA,102,7,NA,NA,306,192,NA,NA,72,21,NA,NA,83,6,NA,NA,66,8,NA,NA
"203",2016-07-21,116,684,642,42,NA,NA,115,1840,90,79,477,95,1156,414,742,NA,NA,66,49,NA,NA,1056,784,NA,NA,109,7,NA,NA,330,147,NA,NA,66,29,NA,NA,91,-1,NA,NA,82,-3,NA,NA
"204",2016-07-22,110,648,660,-12,NA,NA,146,2336,97,84,570,120,1688,1468,220,NA,NA,133,13,NA,NA,2128,208,NA,NA,112,-2,NA,NA,531,39,NA,NA,96,24,NA,NA,92,5,NA,NA,78,6,NA,NA
"205",2016-07-23,90,528,558,-30,NA,NA,82,1312,93,78,378,85,784,1170,-386,NA,NA,108,-26,NA,NA,1728,-416,NA,NA,95,-5,NA,NA,456,-78,NA,NA,96,-11,NA,NA,88,5,NA,NA,76,2,NA,NA
"206",2016-07-24,107,630,666,-36,NA,NA,168,2688,83,73,636,126,2058,1366,692,NA,NA,127,41,NA,NA,2032,656,NA,NA,113,-6,NA,NA,513,123,NA,NA,89,37,NA,NA,98,-15,NA,NA,87,-14,NA,NA
"207",2016-07-25,107,630,666,-36,NA,NA,156,2496,86,77,600,112,1866,2214,-348,NA,NA,180,-24,NA,NA,2880,-384,NA,NA,113,-6,NA,NA,672,-72,NA,NA,138,-26,NA,NA,91,-5,NA,NA,79,-2,NA,NA
