date,country,product_type,revenue
2018-04-01,Zimbabwe,Fence,1141
2018-04-01,Germany,Sensoric Cables,1965
2018-04-01,Spain,Monitoring Cameras,1109
2018-04-02,Brazil,Fence,1344
2018-04-02,Germany,Sensoric Cables,1160
2018-04-02,United States of America,Fence,1985
2018-04-02,Sweden,Monitoring Cameras,1015
2018-04-02,Spain,Sensoric Cables,1676
2018-04-02,Zimbabwe,Monitoring Cameras,1850
2018-04-02,Zimbabwe,Monitoring Cameras,1267
2018-04-02,Brazil,Fence,1122
2018-04-03,Zimbabwe,Monitoring Cameras,1901
2018-04-03,Brazil,Monitoring Cameras,1739
2018-04-03,United States of America,Monitoring Cameras,1625
2018-04-03,Spain,Monitoring Cameras,1670
2018-04-03,Germany,Sensoric Cables,1983
2018-04-03,United States of America,Fence,1965
2018-04-03,Germany,Monitoring Cameras,1329
2018-04-03,Zimbabwe,Monitoring Cameras,1896
2018-04-03,Germany,Fence,1601
2018-04-04,United States of America,Monitoring Cameras,1397
2018-04-04,Sweden,Monitoring Cameras,1048
2018-04-04,Sweden,Sensoric Cables,1770
2018-04-05,Brazil,Monitoring Cameras,1087
2018-04-05,Spain,Monitoring Cameras,1519
2018-04-05,Zimbabwe,Sensoric Cables,1105
2018-04-06,United States of America,Fence,1473
2018-04-06,Sweden,Fence,1582
2018-04-06,Brazil,Monitoring Cameras,1009
2018-04-07,Zimbabwe,Monitoring Cameras,1462
2018-04-07,Germany,Fence,1516
2018-04-07,Spain,Sensoric Cables,1311
2018-04-07,Sweden,Sensoric Cables,1310
2018-04-07,United States of America,Sensoric Cables,1954
2018-04-07,Brazil,Monitoring Cameras,1031
2018-04-07,Germany,Fence,1070
2018-04-07,Zimbabwe,Sensoric Cables,1260
2018-04-07,United States of America,Fence,1326
2018-04-07,Sweden,Sensoric Cables,1342
2018-04-08,United States of America,Fence,1005
2018-04-08,Sweden,Sensoric Cables,1971
2018-04-08,Sweden,Sensoric Cables,1290
2018-04-08,Sweden,Fence,1310
2018-04-08,Spain,Fence,1639
2018-04-08,United States of America,Monitoring Cameras,1915
2018-04-08,United States of America,Sensoric Cables,1903
2018-04-09,Germany,Fence,1745
2018-04-09,Sweden,Fence,1120
2018-04-09,Zimbabwe,Sensoric Cables,1629
2018-04-09,Zimbabwe,Sensoric Cables,1998
2018-04-09,Germany,Fence,1573
2018-04-10,Zimbabwe,Fence,1241
2018-04-10,Sweden,Sensoric Cables,1024
2018-04-11,Zimbabwe,Sensoric Cables,1675
2018-04-11,Sweden,Sensoric Cables,1528
2018-04-11,Zimbabwe,Fence,1013
2018-04-11,Zimbabwe,Sensoric Cables,1579
2018-04-11,Zimbabwe,Monitoring Cameras,1380
2018-04-11,United States of America,Fence,1995
2018-04-11,Brazil,Sensoric Cables,1387
2018-04-12,Sweden,Monitoring Cameras,1551
2018-04-12,Sweden,Sensoric Cables,1268
2018-04-12,Germany,Fence,1342
2018-04-12,Spain,Fence,1541
2018-04-12,Brazil,Fence,1166
2018-04-12,Brazil,Fence,1590
2018-04-12,United States of America,Sensoric Cables,1416
2018-04-12,Brazil,Fence,1593
2018-04-13,Brazil,Fence,1257
2018-04-13,Zimbabwe,Monitoring Cameras,1432
2018-04-13,Spain,Monitoring Cameras,1116
2018-04-13,Zimbabwe,Monitoring Cameras,1404
2018-04-14,Germany,Sensoric Cables,1226
2018-04-14,United States of America,Monitoring Cameras,1444
2018-04-14,Spain,Monitoring Cameras,1344
2018-04-14,Brazil,Sensoric Cables,1658
2018-04-14,United States of America,Sensoric Cables,1001
2018-04-14,Sweden,Monitoring Cameras,1763
2018-04-14,Germany,Fence,1165
2018-04-14,Sweden,Fence,1781
2018-04-14,Brazil,Monitoring Cameras,1633
2018-04-15,United States of America,Monitoring Cameras,1826
2018-04-15,Germany,Sensoric Cables,1764
2018-04-15,Germany,Monitoring Cameras,1761
2018-04-15,Sweden,Sensoric Cables,1616
2018-04-15,United States of America,Fence,1429
2018-04-15,Brazil,Monitoring Cameras,1932
2018-04-15,Germany,Fence,1100
2018-04-15,Zimbabwe,Sensoric Cables,1021
2018-04-15,Zimbabwe,Monitoring Cameras,1090
2018-04-15,Spain,Fence,1888
2018-04-16,Spain,Sensoric Cables,1775
2018-04-16,Brazil,Fence,1970
2018-04-16,Germany,Monitoring Cameras,1798
2018-04-16,Spain,Sensoric Cables,1711
2018-04-16,Sweden,Fence,1279
2018-04-16,Brazil,Monitoring Cameras,1077
2018-04-17,Zimbabwe,Monitoring Cameras,1178
2018-04-17,Zimbabwe,Fence,1112
2018-04-17,United States of America,Fence,1555
2018-04-17,Spain,Monitoring Cameras,1592
2018-04-17,Zimbabwe,Fence,1731
2018-04-17,Germany,Fence,1098
2018-04-17,Spain,Sensoric Cables,1865
2018-04-17,Germany,Sensoric Cables,1930
2018-04-17,United States of America,Sensoric Cables,1717
2018-04-17,United States of America,Sensoric Cables,1175
2018-04-18,United States of America,Fence,1129
2018-04-18,Zimbabwe,Fence,1697
2018-04-18,Sweden,Fence,1537
2018-04-18,Sweden,Sensoric Cables,1273
2018-04-18,Zimbabwe,Monitoring Cameras,1179
2018-04-18,United States of America,Monitoring Cameras,1513
2018-04-19,United States of America,Fence,1646
2018-04-19,Spain,Fence,1373
2018-04-19,Zimbabwe,Monitoring Cameras,1519
2018-04-20,United States of America,Fence,1121
2018-04-20,Zimbabwe,Fence,1632
2018-04-20,Brazil,Sensoric Cables,1287
2018-04-20,Brazil,Monitoring Cameras,1375
2018-04-20,Germany,Monitoring Cameras,1075
2018-04-20,Spain,Sensoric Cables,1984
2018-04-20,Brazil,Fence,1539
2018-04-20,United States of America,Sensoric Cables,1384
2018-04-20,Zimbabwe,Fence,1445
2018-04-20,Sweden,Fence,1592
2018-04-21,Zimbabwe,Sensoric Cables,1756
2018-04-21,Spain,Monitoring Cameras,1969
2018-04-21,United States of America,Fence,1057
2018-04-22,Zimbabwe,Monitoring Cameras,1273
2018-04-22,Germany,Fence,1440
2018-04-22,Germany,Sensoric Cables,1228
2018-04-22,United States of America,Fence,1514
2018-04-22,Zimbabwe,Fence,1762
2018-04-22,Zimbabwe,Sensoric Cables,1468
2018-04-22,Germany,Monitoring Cameras,1163
2018-04-23,Zimbabwe,Fence,1827
2018-04-23,Sweden,Sensoric Cables,1638
2018-04-23,Brazil,Sensoric Cables,1470
2018-04-23,Brazil,Monitoring Cameras,1842
2018-04-23,United States of America,Fence,1331
2018-04-23,Zimbabwe,Fence,1989
2018-04-23,Spain,Sensoric Cables,1499
2018-04-23,Germany,Fence,1537
2018-04-23,Sweden,Fence,1230
2018-04-23,Spain,Monitoring Cameras,1890
2018-04-24,Zimbabwe,Fence,1985
2018-04-24,Zimbabwe,Fence,1456
2018-04-24,Spain,Monitoring Cameras,1717
2018-04-24,Germany,Fence,1215
2018-04-24,Brazil,Fence,1571
2018-04-24,United States of America,Fence,1464
2018-04-24,Sweden,Monitoring Cameras,1420
2018-04-24,Brazil,Monitoring Cameras,1246
2018-04-25,Germany,Monitoring Cameras,1324
2018-04-25,Spain,Sensoric Cables,1449
2018-04-25,Spain,Fence,1930
2018-04-25,Germany,Monitoring Cameras,1075
2018-04-25,Sweden,Monitoring Cameras,1988
2018-04-25,Spain,Monitoring Cameras,1128
2018-04-25,Spain,Monitoring Cameras,1830
2018-04-25,Germany,Sensoric Cables,1789
2018-04-25,United States of America,Sensoric Cables,1444
2018-04-26,Germany,Fence,1688
2018-04-26,Sweden,Sensoric Cables,1668
2018-04-26,Zimbabwe,Sensoric Cables,1162
2018-04-26,Zimbabwe,Fence,1911
2018-04-26,Spain,Fence,1655
2018-04-26,Zimbabwe,Fence,1220
2018-04-26,United States of America,Sensoric Cables,1230
2018-04-26,Spain,Monitoring Cameras,1440
2018-04-26,Germany,Sensoric Cables,1680
2018-04-26,Brazil,Fence,1881
2018-04-26,Germany,Fence,1672
2018-04-26,Brazil,Fence,1406
2018-04-27,Brazil,Fence,1765
2018-04-27,Sweden,Monitoring Cameras,1565
2018-04-27,Germany,Sensoric Cables,1630
2018-04-27,Brazil,Sensoric Cables,1747
2018-04-27,United States of America,Fence,1504
2018-04-27,United States of America,Fence,1514
2018-04-27,Spain,Monitoring Cameras,1786
2018-04-27,Zimbabwe,Monitoring Cameras,1646
2018-04-27,Sweden,Monitoring Cameras,1020
2018-04-27,Germany,Monitoring Cameras,1060
2018-04-27,Sweden,Fence,1145
2018-04-28,Spain,Fence,1857
2018-04-28,Germany,Sensoric Cables,1142
2018-04-28,Zimbabwe,Fence,1019
2018-04-28,Brazil,Sensoric Cables,1561
2018-04-28,Spain,Fence,1690
2018-04-28,Brazil,Sensoric Cables,1312
2018-04-28,Brazil,Sensoric Cables,1682
2018-04-28,Sweden,Sensoric Cables,1668
2018-04-28,Brazil,Monitoring Cameras,1330
2018-04-28,United States of America,Sensoric Cables,1463
2018-04-29,Zimbabwe,Monitoring Cameras,1907
2018-04-29,Germany,Fence,1436
2018-04-29,Sweden,Fence,1578
2018-04-29,Brazil,Sensoric Cables,1992
2018-04-30,Germany,Sensoric Cables,1939
2018-04-30,Zimbabwe,Fence,1463
2018-04-30,Sweden,Monitoring Cameras,1465
2018-04-30,Sweden,Sensoric Cables,1430
2018-04-30,Brazil,Monitoring Cameras,1715
2018-04-30,Spain,Fence,1686
2018-04-30,Sweden,Sensoric Cables,1769
2018-05-01,Zimbabwe,Fence,1577
2018-05-01,Spain,Sensoric Cables,1865
2018-05-01,Zimbabwe,Sensoric Cables,1646
2018-05-01,Zimbabwe,Monitoring Cameras,1893
2018-05-01,Zimbabwe,Monitoring Cameras,1271
2018-05-01,Germany,Fence,1592
2018-05-01,Brazil,Monitoring Cameras,1081
2018-05-01,Zimbabwe,Sensoric Cables,1541
2018-05-01,United States of America,Sensoric Cables,1172
2018-05-01,Zimbabwe,Fence,1711
2018-05-01,Sweden,Monitoring Cameras,1908
2018-05-01,Spain,Fence,1386
2018-05-02,Spain,Monitoring Cameras,1810
2018-05-02,Zimbabwe,Monitoring Cameras,1923
2018-05-02,Zimbabwe,Sensoric Cables,1039
2018-05-02,Brazil,Fence,1855
2018-05-02,Germany,Fence,1504
2018-05-02,Sweden,Sensoric Cables,1401
2018-05-02,Brazil,Fence,1594
2018-05-03,Spain,Fence,1853
2018-05-03,Germany,Sensoric Cables,1642
2018-05-03,Sweden,Monitoring Cameras,1251
2018-05-03,Germany,Sensoric Cables,1356
2018-05-04,Brazil,Fence,1379
2018-05-04,United States of America,Sensoric Cables,1258
2018-05-04,Germany,Monitoring Cameras,1338
2018-05-04,Brazil,Monitoring Cameras,1149
2018-05-04,Sweden,Fence,1944
2018-05-05,Brazil,Monitoring Cameras,1096
2018-05-05,Germany,Fence,1304
2018-05-05,United States of America,Monitoring Cameras,1331
2018-05-05,United States of America,Fence,1758
2018-05-06,Spain,Sensoric Cables,1345
2018-05-06,Spain,Sensoric Cables,1363
2018-05-06,United States of America,Fence,1716
2018-05-06,Spain,Fence,1212
2018-05-06,Zimbabwe,Monitoring Cameras,1818
2018-05-06,Brazil,Sensoric Cables,1766
2018-05-06,United States of America,Fence,1062
2018-05-06,Brazil,Fence,1179
2018-05-07,Spain,Monitoring Cameras,1103
2018-05-07,Spain,Monitoring Cameras,1002
2018-05-07,Sweden,Fence,1276
2018-05-07,United States of America,Sensoric Cables,1963
2018-05-07,Germany,Fence,1119
2018-05-07,Germany,Fence,1758
2018-05-07,Brazil,Fence,1300
2018-05-07,Zimbabwe,Sensoric Cables,1188
2018-05-07,Germany,Sensoric Cables,1991
2018-05-08,Brazil,Fence,1875
2018-05-08,Sweden,Fence,1161
2018-05-08,Sweden,Monitoring Cameras,1056
2018-05-08,Sweden,Monitoring Cameras,1817
2018-05-08,Brazil,Sensoric Cables,1258
2018-05-08,Germany,Fence,1084
2018-05-08,Zimbabwe,Fence,1294
2018-05-08,United States of America,Fence,1652
2018-05-08,Spain,Monitoring Cameras,1952
2018-05-09,United States of America,Fence,1118
2018-05-09,United States of America,Fence,1167
2018-05-09,Sweden,Monitoring Cameras,1413
2018-05-09,Germany,Fence,1897
2018-05-09,Brazil,Monitoring Cameras,1491
2018-05-09,Germany,Monitoring Cameras,1577
2018-05-09,Brazil,Fence,1745
2018-05-09,Spain,Fence,1677
2018-05-09,Brazil,Fence,1356
2018-05-09,Zimbabwe,Monitoring Cameras,1329
2018-05-09,Spain,Fence,1417
2018-05-09,Sweden,Fence,1119
2018-05-10,Brazil,Fence,1018
2018-05-10,Brazil,Fence,1253
2018-05-10,Sweden,Monitoring Cameras,1864
2018-05-10,Sweden,Fence,1075
2018-05-10,United States of America,Monitoring Cameras,1483
2018-05-10,Brazil,Fence,1260
2018-05-10,Spain,Sensoric Cables,1290
2018-05-10,Brazil,Monitoring Cameras,1298
2018-05-11,Brazil,Sensoric Cables,1350
2018-05-11,Zimbabwe,Monitoring Cameras,1658
2018-05-11,Germany,Sensoric Cables,1138
2018-05-11,United States of America,Monitoring Cameras,1950
2018-05-11,United States of America,Fence,1046
2018-05-11,Germany,Fence,1026
2018-05-12,United States of America,Fence,1640
2018-05-12,Zimbabwe,Sensoric Cables,1706
2018-05-12,Zimbabwe,Fence,1854
2018-05-13,Brazil,Monitoring Cameras,1590
2018-05-13,Germany,Fence,1857
2018-05-13,Spain,Sensoric Cables,1920
2018-05-13,Germany,Sensoric Cables,1849
2018-05-13,United States of America,Sensoric Cables,1534
2018-05-13,Germany,Monitoring Cameras,1964
2018-05-13,Germany,Monitoring Cameras,1911
2018-05-13,Spain,Monitoring Cameras,1113
2018-05-13,Germany,Fence,1010
2018-05-13,United States of America,Monitoring Cameras,1203
2018-05-13,Sweden,Monitoring Cameras,1550
2018-05-14,United States of America,Sensoric Cables,1724
2018-05-14,Brazil,Monitoring Cameras,1490
2018-05-14,Sweden,Fence,1164
2018-05-14,Spain,Fence,1470
2018-05-14,Zimbabwe,Monitoring Cameras,1905
2018-05-14,Sweden,Fence,1474
2018-05-14,Spain,Sensoric Cables,1222
2018-05-14,Spain,Sensoric Cables,1599
2018-05-15,Germany,Monitoring Cameras,1941
2018-05-15,Germany,Monitoring Cameras,1083
2018-05-15,United States of America,Fence,1171
2018-05-15,Zimbabwe,Fence,1270
2018-05-15,Zimbabwe,Fence,1376
2018-05-15,Zimbabwe,Monitoring Cameras,1769
2018-05-16,United States of America,Monitoring Cameras,1823
2018-05-16,Spain,Sensoric Cables,1391
2018-05-16,Germany,Sensoric Cables,1769
2018-05-16,Sweden,Monitoring Cameras,1701
2018-05-16,Zimbabwe,Sensoric Cables,1138
2018-05-17,Spain,Fence,1096
2018-05-17,Brazil,Sensoric Cables,1991
2018-05-17,Sweden,Sensoric Cables,1599
2018-05-17,United States of America,Monitoring Cameras,1340
2018-05-17,Spain,Sensoric Cables,1015
2018-05-17,Germany,Fence,1683
2018-05-17,Zimbabwe,Monitoring Cameras,1478
2018-05-17,Sweden,Monitoring Cameras,1504
2018-05-18,Sweden,Fence,1708
2018-05-18,Brazil,Fence,1959
2018-05-18,Sweden,Monitoring Cameras,1472
2018-05-18,Germany,Fence,1491
2018-05-18,Spain,Fence,1937
2018-05-18,Brazil,Monitoring Cameras,1675
2018-05-18,Sweden,Sensoric Cables,1657
2018-05-18,Germany,Sensoric Cables,1354
2018-05-18,Sweden,Monitoring Cameras,1027
2018-05-18,Sweden,Fence,1715
2018-05-18,Germany,Monitoring Cameras,1890
2018-05-19,Germany,Monitoring Cameras,1112
2018-05-19,Brazil,Fence,1164
2018-05-19,United States of America,Monitoring Cameras,1902
2018-05-19,Germany,Monitoring Cameras,1262
2018-05-19,Spain,Fence,1113
2018-05-19,United States of America,Monitoring Cameras,1352
2018-05-19,Sweden,Fence,1171
2018-05-19,United States of America,Monitoring Cameras,1684
2018-05-20,Spain,Fence,1614
2018-05-20,Spain,Monitoring Cameras,1330
2018-05-20,Spain,Monitoring Cameras,1030
2018-05-20,Brazil,Sensoric Cables,1840
2018-05-20,Spain,Sensoric Cables,1861
2018-05-20,Zimbabwe,Fence,1342
2018-05-20,Sweden,Sensoric Cables,1264
2018-05-20,Brazil,Fence,1169
2018-05-20,United States of America,Fence,1311
2018-05-20,Sweden,Fence,1162
2018-05-20,Germany,Monitoring Cameras,1551
2018-05-20,Spain,Monitoring Cameras,1015
2018-05-21,Zimbabwe,Sensoric Cables,1543
2018-05-21,Germany,Fence,1826
2018-05-21,Zimbabwe,Sensoric Cables,1071
2018-05-21,Spain,Monitoring Cameras,1896
2018-05-21,Spain,Sensoric Cables,1215
2018-05-21,Brazil,Fence,1911
2018-05-21,Germany,Monitoring Cameras,1809
2018-05-22,Zimbabwe,Monitoring Cameras,1434
2018-05-22,Germany,Fence,1495
2018-05-22,United States of America,Fence,1155
2018-05-22,Germany,Sensoric Cables,1290
2018-05-22,United States of America,Monitoring Cameras,1862
2018-05-23,Spain,Sensoric Cables,1526
2018-05-23,United States of America,Monitoring Cameras,1801
2018-05-23,United States of America,Sensoric Cables,1712
2018-05-23,Spain,Monitoring Cameras,1029
2018-05-23,Brazil,Monitoring Cameras,1151
2018-05-23,United States of America,Monitoring Cameras,1411
2018-05-23,Spain,Fence,1708
2018-05-24,Brazil,Fence,1821
2018-05-24,Germany,Sensoric Cables,1339
2018-05-24,Spain,Sensoric Cables,1582
2018-05-24,United States of America,Fence,1355
2018-05-24,Spain,Monitoring Cameras,1386
2018-05-24,Sweden,Fence,1484
2018-05-24,United States of America,Fence,1079
2018-05-24,Brazil,Sensoric Cables,1873
2018-05-25,Spain,Sensoric Cables,1246
2018-05-25,Sweden,Fence,1480
2018-05-25,Sweden,Monitoring Cameras,1556
2018-05-25,Spain,Monitoring Cameras,1869
2018-05-25,Spain,Sensoric Cables,1132
2018-05-25,Germany,Fence,1925
2018-05-25,Brazil,Fence,1888
2018-05-25,United States of America,Sensoric Cables,1764
2018-05-26,Zimbabwe,Monitoring Cameras,1545
2018-05-26,Spain,Fence,1768
2018-05-26,Zimbabwe,Sensoric Cables,1984
2018-05-26,Sweden,Sensoric Cables,1407
2018-05-26,Spain,Sensoric Cables,1833
2018-05-26,Germany,Sensoric Cables,1422
2018-05-26,Sweden,Monitoring Cameras,1053
2018-05-27,Brazil,Sensoric Cables,1722
2018-05-27,Sweden,Fence,1576
2018-05-27,United States of America,Sensoric Cables,1538
2018-05-27,Spain,Fence,1879
2018-05-27,Zimbabwe,Fence,1979
2018-05-28,Spain,Sensoric Cables,1208
2018-05-28,Sweden,Sensoric Cables,1789
2018-05-28,Zimbabwe,Monitoring Cameras,1967
2018-05-28,United States of America,Sensoric Cables,1734
2018-05-28,Sweden,Monitoring Cameras,1296
2018-05-28,United States of America,Sensoric Cables,1866
2018-05-28,Brazil,Sensoric Cables,1362
2018-05-28,Brazil,Fence,1790
2018-05-28,Brazil,Fence,1209
2018-05-29,United States of America,Monitoring Cameras,1064
2018-05-29,Germany,Fence,1468
2018-05-29,Sweden,Sensoric Cables,1341
2018-05-29,United States of America,Monitoring Cameras,1676
2018-05-29,Germany,Sensoric Cables,1417
2018-05-29,Zimbabwe,Sensoric Cables,1860
2018-05-30,Sweden,Monitoring Cameras,1693
2018-05-30,United States of America,Monitoring Cameras,1043
2018-05-30,Brazil,Sensoric Cables,1123
2018-05-30,Spain,Fence,1383
2018-05-30,Brazil,Monitoring Cameras,1100
2018-05-30,Sweden,Sensoric Cables,1432
2018-05-30,Sweden,Monitoring Cameras,1619
2018-05-30,Brazil,Monitoring Cameras,1461
2018-05-30,Brazil,Monitoring Cameras,1044
2018-05-30,Sweden,Sensoric Cables,1681
2018-05-31,Zimbabwe,Fence,1044
2018-05-31,Sweden,Sensoric Cables,1758
2018-05-31,Zimbabwe,Fence,1560
2018-05-31,United States of America,Sensoric Cables,1459
2018-05-31,Brazil,Fence,1101
2018-05-31,Sweden,Fence,1366
2018-05-31,Spain,Sensoric Cables,1041
2018-06-01,United States of America,Sensoric Cables,1505
2018-06-01,Sweden,Monitoring Cameras,1376
2018-06-01,United States of America,Fence,1458
2018-06-01,United States of America,Monitoring Cameras,1070
2018-06-01,United States of America,Monitoring Cameras,1315
2018-06-01,United States of America,Fence,1815
2018-06-01,Germany,Fence,1860
2018-06-01,Spain,Sensoric Cables,1393
2018-06-02,Brazil,Fence,1054
2018-06-02,Brazil,Fence,1511
2018-06-02,Spain,Sensoric Cables,1605
2018-06-02,Brazil,Sensoric Cables,1255
2018-06-02,Germany,Fence,1980
2018-06-02,Germany,Sensoric Cables,1221
2018-06-03,United States of America,Fence,1592
2018-06-03,Sweden,Fence,1634
2018-06-04,Sweden,Sensoric Cables,1969
2018-06-04,Spain,Sensoric Cables,1656
2018-06-04,Spain,Fence,1751
2018-06-04,Spain,Monitoring Cameras,1426
2018-06-04,Spain,Sensoric Cables,1541
2018-06-05,Sweden,Monitoring Cameras,1389
2018-06-05,Brazil,Monitoring Cameras,1522
2018-06-06,Sweden,Fence,1157
2018-06-06,Spain,Monitoring Cameras,1158
2018-06-06,United States of America,Fence,1607
2018-06-06,Germany,Sensoric Cables,1165
2018-06-06,Sweden,Fence,1333
2018-06-06,Sweden,Fence,1391
2018-06-06,Germany,Sensoric Cables,1074
2018-06-07,Germany,Monitoring Cameras,1811
2018-06-07,United States of America,Monitoring Cameras,1280
2018-06-07,Zimbabwe,Fence,1259
2018-06-07,Brazil,Monitoring Cameras,1175
2018-06-07,Sweden,Sensoric Cables,1296
2018-06-07,United States of America,Sensoric Cables,1245
2018-06-07,Spain,Fence,1074
2018-06-07,Zimbabwe,Sensoric Cables,1287
2018-06-07,Spain,Monitoring Cameras,1403
2018-06-07,Germany,Sensoric Cables,1581
2018-06-08,United States of America,Sensoric Cables,1818
2018-06-08,United States of America,Sensoric Cables,1464
2018-06-08,Zimbabwe,Fence,1123
2018-06-08,Zimbabwe,Sensoric Cables,1384
2018-06-09,Germany,Sensoric Cables,1797
2018-06-09,Germany,Sensoric Cables,1413
2018-06-09,United States of America,Fence,1217
2018-06-09,Brazil,Fence,1439
2018-06-09,Sweden,Monitoring Cameras,1149
2018-06-10,Spain,Monitoring Cameras,1114
2018-06-10,Brazil,Monitoring Cameras,1458
2018-06-10,Zimbabwe,Monitoring Cameras,1471
2018-06-10,Zimbabwe,Sensoric Cables,1690
2018-06-10,Brazil,Sensoric Cables,1292
2018-06-10,Brazil,Monitoring Cameras,1425
2018-06-10,Germany,Monitoring Cameras,1511
2018-06-10,Zimbabwe,Monitoring Cameras,1261
2018-06-10,Brazil,Fence,1785
2018-06-10,Spain,Fence,1273
2018-06-10,Sweden,Fence,1439
2018-06-11,Sweden,Monitoring Cameras,1575
2018-06-11,Spain,Fence,1224
2018-06-11,Spain,Monitoring Cameras,1942
2018-06-11,Germany,Sensoric Cables,1862
2018-06-11,Germany,Monitoring Cameras,1327
2018-06-11,Sweden,Monitoring Cameras,1932
2018-06-11,United States of America,Monitoring Cameras,1246
2018-06-11,Spain,Fence,1443
2018-06-11,Zimbabwe,Monitoring Cameras,1883
2018-06-12,Spain,Monitoring Cameras,1760
2018-06-12,Spain,Fence,1572
2018-06-12,Germany,Monitoring Cameras,1425
2018-06-12,Brazil,Sensoric Cables,1412
2018-06-12,Spain,Fence,1796
2018-06-12,Spain,Sensoric Cables,1578
